personen_kaufmannsklassenId,personenId,kaufmannsklassenId
1489,20661,7.0
1490,47300,7.0
1491,47301,7.0
1492,4528,7.0
1493,15867,7.0
1494,47302,7.0
1495,47303,7.0
1496,9612,7.0
1497,47304,7.0
1498,43879,7.0
1499,47305,7.0
1500,47306,7.0
1501,47307,7.0
1502,5251,7.0
1503,47308,7.0
1504,37766,7.0
1505,47309,7.0
1506,47310,7.0
1507,9677,7.0
1508,47311,7.0
1509,9488,7.0
1510,47312,7.0
1511,43881,7.0
1512,47313,7.0
1513,14705,7.0
1514,47314,7.0
1515,9952,7.0
1516,43883,7.0
1517,47315,7.0
1518,10321,7.0
1519,47316,7.0
1520,47317,7.0
1521,43884,7.0
1522,43885,7.0
1523,47318,7.0
1524,47319,7.0
1525,15544,7.0
1526,47320,7.0
1527,39771,7.0
1528,47321,7.0
1529,23646,7.0
1530,47322,7.0
1531,47323,7.0
1532,47325,7.0
1533,43892,7.0
1534,47326,7.0
1535,47327,7.0
1536,47328,7.0
1537,47329,1.0
1538,47330,7.0
1539,47331,7.0
1540,47332,7.0
1541,10013,1.0
1542,47333,1.0
1543,47334,7.0
1544,43788,7.0
1545,47335,7.0
1546,43896,7.0
1547,47336,7.0
1548,43899,7.0
1549,47337,7.0
1550,47338,7.0
1551,47339,7.0
1552,43902,7.0
1553,36354,2.0
1554,47340,2.0
1555,43903,2.0
1556,10683,2.0
1557,47341,7.0
1558,4646,7.0
1559,43908,7.0
1560,47342,7.0
1561,43909,7.0
1562,47343,7.0
1563,47344,7.0
1564,47345,7.0
1565,43910,7.0
1566,12565,7.0
1567,47347,7.0
1568,47348,7.0
1569,47349,7.0
1570,19355,7.0
1571,43913,7.0
1572,25146,7.0
1573,23655,7.0
1574,47350,7.0
1575,29664,7.0
1576,47351,7.0
1577,47352,7.0
1578,43920,7.0
1579,47353,7.0
1580,47354,1.0
1581,24968,1.0
1582,47355,7.0
1583,30347,7.0
1584,47357,7.0
1585,47358,7.0
1586,29663,7.0
1587,16940,7.0
1588,47360,1.0
1589,43934,1.0
1590,43936,1.0
1591,43938,7.0
1592,47361,7.0
1593,47362,7.0
1594,43940,7.0
1595,47363,7.0
1596,36092,9.0
1597,47364,9.0
1598,47365,1.0
1599,43945,1.0
1600,43944,1.0
1601,43946,1.0
1602,43947,1.0
1603,43948,1.0
1604,43950,2.0
1605,43951,2.0
1606,43953,2.0
1607,47366,7.0
1608,47367,7.0
1609,47368,1.0
1610,37177,1.0
1611,37039,7.0
1612,47369,7.0
1613,47371,7.0
1614,43955,7.0
1615,47372,7.0
1616,43956,7.0
1617,47373,7.0
1618,43957,7.0
1619,47374,7.0
1620,43959,7.0
1621,43928,7.0
1622,47375,7.0
1623,43929,7.0
1624,47376,7.0
1625,25660,7.0
1626,43930,7.0
1627,43933,7.0
1628,43960,7.0
1629,43961,7.0
1630,47378,7.0
1631,43795,9.0
1632,47379,9.0
1633,47380,7.0
1634,43968,7.0
1635,47381,7.0
1636,47383,7.0
1637,43972,7.0
1638,43973,7.0
1639,47384,7.0
1640,43977,1.0
1641,47385,1.0
1642,47386,7.0
1643,47387,7.0
1644,47388,7.0
1645,43981,7.0
1646,43984,7.0
1647,47389,7.0
1648,47390,7.0
1649,47391,7.0
1650,47392,7.0
1651,44011,7.0
1652,47393,7.0
1653,47394,1.0
1654,12722,2.0
1655,47395,2.0
1656,9867,1.0
1657,47396,1.0
1658,8495,2.0
1659,47397,2.0
1660,47399,2.0
1661,47400,2.0
1662,10643,2.0
1663,47401,2.0
1664,47402,1.0
1665,12189,1.0
1666,47403,2.0
1667,47404,2.0
1668,13222,7.0
1669,20968,7.0
1670,47406,7.0
1671,8816,7.0
1672,47407,7.0
1673,9920,1.0
1674,47408,1.0
1675,12698,7.0
1676,47409,7.0
1677,47410,7.0
1678,47411,7.0
1679,47412,7.0
1680,6108,7.0
1681,47413,7.0
1682,10060,7.0
1683,47415,7.0
1684,47416,7.0
1685,47417,7.0
1686,47418,7.0
1687,47419,7.0
1688,47420,7.0
1689,8418,7.0
1690,47421,7.0
1691,21800,7.0
1692,47422,7.0
1693,12358,7.0
1694,47424,7.0
1695,47425,7.0
1696,47426,7.0
1697,47427,7.0
1698,8802,7.0
1699,47428,7.0
1700,47429,7.0
1701,16482,7.0
1702,47430,7.0
1703,46365,7.0
1704,47431,7.0
1705,9053,7.0
1706,47432,7.0
1707,8439,7.0
1708,47433,7.0
1709,47434,7.0
1710,47435,7.0
1711,47436,7.0
1712,47437,7.0
1713,15292,7.0
1714,47438,7.0
1715,47439,7.0
1716,10324,7.0
1717,18219,7.0
1718,47440,7.0
1719,8202,7.0
1720,47441,7.0
1721,47442,7.0
1722,9051,7.0
1723,10901,7.0
1724,47443,7.0
1725,47445,7.0
1726,19763,7.0
1727,47447,7.0
1728,47448,7.0
1729,47449,7.0
1730,47450,7.0
1731,47451,7.0
1732,47452,7.0
1733,47453,7.0
1734,47454,7.0
1735,47455,7.0
1736,21127,7.0
1737,47456,7.0
1738,16654,7.0
1739,47457,7.0
1740,47458,7.0
1741,47459,7.0
1742,47460,7.0
1743,47461,7.0
1744,24868,7.0
1745,47462,7.0
1746,47463,7.0
1747,47464,7.0
1748,47465,7.0
1749,47466,7.0
1750,43782,2.0
1751,37941,2.0
1752,12817,7.0
1753,47467,2.0
1754,47468,2.0
1755,9138,7.0
1756,47469,7.0
1757,47470,7.0
1758,23401,7.0
1759,47471,7.0
1760,47472,7.0
1761,47473,7.0
1762,47474,7.0
1763,47475,7.0
1764,47476,7.0
1765,47477,7.0
1766,47478,7.0
1767,47479,7.0
1768,31324,7.0
1769,47480,7.0
1770,12099,7.0
1771,47481,7.0
1772,18530,7.0
1773,47482,7.0
1774,47483,7.0
1775,47484,7.0
1776,47485,7.0
1777,23508,7.0
1778,47486,7.0
1779,24071,7.0
1780,47488,7.0
1781,11998,7.0
1782,47489,7.0
1783,47490,7.0
1784,47491,7.0
1785,26303,7.0
1786,47492,7.0
1787,15956,7.0
1788,47493,7.0
1789,47494,7.0
1790,47495,7.0
1791,47496,7.0
1792,10071,7.0
1793,47497,7.0
1794,26327,2.0
1795,47499,2.0
1796,23727,2.0
1797,16488,7.0
1798,47500,7.0
1799,47501,7.0
1800,47502,7.0
1801,47503,2.0
1802,47504,2.0
1803,47505,7.0
1804,47506,7.0
1805,23562,7.0
1806,47507,7.0
1807,11621,1.0
1808,47508,1.0
1809,47509,1.0
1810,14033,1.0
1811,47510,2.0
1812,23529,2.0
1813,25582,7.0
1814,47511,7.0
1815,43783,7.0
1818,47519,7.0
1819,47520,7.0
1820,47521,7.0
1821,47522,7.0
1822,47525,7.0
1823,47526,7.0
1824,47529,7.0
1825,47530,7.0
1826,38569,2.0
1827,47532,2.0
1828,47534,7.0
1829,34998,7.0
1830,33707,7.0
1831,47537,7.0
1832,38120,7.0
1833,47539,7.0
1834,36936,7.0
1835,47541,7.0
1836,47542,7.0
1837,47543,7.0
1838,47544,7.0
1839,47546,7.0
1840,47547,7.0
1841,43989,7.0
1842,47550,7.0
1843,46766,7.0
1844,47552,7.0
1845,46153,1.0
1846,47553,1.0
1847,47554,1.0
1848,47555,1.0
1849,47556,1.0
1850,47557,1.0
1851,47558,7.0
1852,47559,7.0
1853,47561,7.0
1854,47562,7.0
1855,47564,9.0
1856,47565,7.0
1857,47566,7.0
1858,47568,7.0
1859,47569,7.0
1860,47571,7.0
1861,47572,7.0
1862,47574,7.0
1863,47575,1.0
1864,8487,1.0
1865,47576,1.0
1866,47577,7.0
1867,47578,7.0
1868,47580,7.0
1869,47582,7.0
1870,47583,7.0
1871,47586,7.0
1872,47587,7.0
1873,47588,7.0
1874,47590,7.0
1875,47591,7.0
1876,47593,7.0
1877,47594,7.0
1878,47596,7.0
1879,47597,7.0
1880,47598,7.0
1881,47600,7.0
1882,47601,7.0
1883,43987,1.0
1884,47602,1.0
1885,22079,1.0
1886,47603,7.0
1887,47604,7.0
1888,47605,7.0
1889,47608,7.0
1890,47612,7.0
1891,47613,7.0
1892,47615,7.0
1893,12423,7.0
1894,34467,1.0
1895,7998,1.0
1896,44054,1.0
1897,43966,7.0
1898,25088,7.0
1899,47619,7.0
1900,47620,7.0
1901,46517,7.0
1902,17992,7.0
1903,47621,7.0
1904,47622,7.0
1905,47623,7.0
1906,46891,7.0
1907,43963,7.0
1908,47624,7.0
1909,25971,7.0
1910,47625,7.0
1911,47626,7.0
1912,47627,7.0
1913,47628,7.0
1914,14429,7.0
1915,47035,7.0
1916,1115,7.0
1917,11199,7.0
1918,10691,7.0
1919,36435,7.0
1920,8009,7.0
1921,47629,7.0
1922,47630,7.0
1923,47631,7.0
1924,10543,7.0
1925,47633,7.0
1926,2484,7.0
1927,47634,7.0
1928,13266,7.0
1929,33327,7.0
1930,8274,7.0
1931,47635,7.0
1932,47636,7.0
1933,47637,7.0
1934,47638,7.0
1935,47639,7.0
1936,47640,7.0
1937,47641,7.0
1938,11689,7.0
1939,47642,7.0
1940,47643,7.0
1941,47644,7.0
1942,47645,7.0
1943,47646,7.0
1944,47647,7.0
1945,47648,7.0
1946,44879,7.0
1947,10694,7.0
1948,22433,7.0
1949,47649,7.0
1950,47650,7.0
1951,47651,7.0
1952,15578,7.0
1953,20352,7.0
1954,47652,7.0
1955,9735,7.0
1956,10574,7.0
1957,18270,7.0
1958,47654,7.0
1959,47655,7.0
1960,47656,7.0
1961,8815,7.0
1962,47657,7.0
1963,17269,7.0
1964,47658,7.0
1965,10599,7.0
1966,47659,7.0
1967,47660,7.0
1968,41987,7.0
1969,47661,7.0
1970,18693,7.0
1971,47662,7.0
1972,20926,7.0
1973,19107,7.0
1975,7155,7.0
1976,33208,7.0
1977,5853,7.0
1978,43081,7.0
1979,42820,7.0
1980,30430,1.0
1981,10760,8.0
1982,42526,1.0
1983,32545,1.0
1984,16917,1.0
1985,13785,1.0
1986,3374,1.0
1987,1805,1.0
1988,237,1.0
1989,1576,1.0
1990,15167,1.0
1991,26082,1.0
1992,3603,1.0
1993,43969,7.0
1994,23789,7.0
1995,1840,1.0
1996,8754,7.0
1997,42829,2.0
1998,16042,7.0
1999,484,7.0
2000,7097,9.0
2001,44956,7.0
2002,11516,7.0
2003,25706,7.0
2004,20783,9.0
2005,12085,2.0
2006,19637,7.0
2007,17781,2.0
2008,41936,2.0
2009,46767,9.0
2010,17863,7.0
2011,1118,7.0
2012,17541,7.0
2013,46774,7.0
2014,39886,7.0
2015,47917,1.0
2016,870,7.0
2017,12096,1.0
2018,1412,7.0
2019,32230,1.0
2020,11799,1.0
2021,10859,7.0
2022,41119,7.0
2023,26262,9.0
2024,23558,7.0
2025,47055,2.0
2026,3759,1.0
2027,8322,2.0
2028,26434,1.0
2029,11695,1.0
2030,1115,2.0
2031,8008,1.0
2032,3193,1.0
2033,20647,7.0
2034,9617,1.0
2035,32558,1.0
2036,12424,1.0
2037,35404,1.0
2038,7421,7.0
2039,11795,2.0
2040,11358,7.0
2041,39570,7.0
2042,12736,2.0
2043,12502,2.0
2044,43611,7.0
2045,34965,7.0
2046,9232,1.0
2047,405,1.0
2048,4339,1.0
2049,3578,1.0
2050,35333,1.0
2051,21576,1.0
2052,33372,2.0
2053,14432,2.0
2054,6070,2.0
2055,3796,2.0
2056,3268,2.0
2057,19288,7.0
2058,33043,2.0
2059,13953,2.0
2060,41586,7.0
