personen_kremsId,personenId,art,handelsgut
3890,2245,,Terzenhäute
3891,2245,,Schaffelle
3892,2246,2,Heringe
3893,2247,,Röte
3894,2247,,Beschlagenes Gut
3895,2247,,Fisch
3896,2248,2,Schafwolle
3897,2249,1,Schmalz
3898,2250,,Käse
3899,2251,2,Krämerei
3900,2252,1,Eisentüren
3901,2253,2,Leinwand
3902,2253,2,Zeug
3903,2254,2,Stockfisch
3904,2255,2,Leinwand
3905,2255,2,Rupfen
3906,2256,1,Fischschmalz
3907,2257,,Glätte
3908,2257,2,Blei
3909,2258,2,Kastanien
3910,2259,2,Krämerei
3911,2259,2,Vitriol
3912,2259,2,Braunrot
3913,2259,2,Kienruß
3914,2259,2,Öl
3915,2260,1,Krämerei
3916,2261,2,Federn
3917,2262,1,Wolle
3918,2263,1,Baumwolle
3919,2264,1,Schmalz
3920,2265,1,Schmalz
3921,2265,1,Butter
3922,2266,2,Reis
3923,2266,2,Indigo
3924,2266,2,Baumwolle
3925,2266,2,Lorbeer
3926,2266,2,Schliff
3927,2266,2,Krämerei
3928,2267,2,Kastanien
3929,2268,2,Kastanien
3932,2269,1,Schmalz
3933,2270,1,Strümpfe
3934,2271,,Krämerei
3935,2272,2,Krämerei
3936,2273,2,Krämerei
3937,2278,2,Röte
3938,2274,1,Spitze
3939,2275,1,Spitze
3940,2276,1,Weinstein
3941,2277,2,Kastanien
3942,2279,2,Juchten
3943,2279,,Käse
3944,2279,,Schmalz
3945,2279,2,Krämerei
3946,2279,2,Röte
3947,2279,2,Farbzeug
3948,2281,,Bändel
3949,2282,1,Käse
3950,2282,1,Schmalz
3951,2284,1,Käse
3952,2283,2,Materialien
3953,2285,2,Materialien
3954,2286,1,Haar
3955,2287,2,Heringe
3956,2288,1,Taschenmesser
3957,2293,1,Ochsenspitz
3958,2289,2,Heringe
3959,2290,,Indigo
3960,2290,,Kastanien
3961,2291,1,Käse
3962,2291,1,Reis
3963,2292,2,Heringe
3964,2292,2,Bettzeug
3965,2292,2,Rupfen
3966,2292,2,Werg
3967,2292,2,Leinwand
3968,2294,1,Käse
3969,2294,1,Schmalz
3970,2296,2,Wolle
3971,2296,1,Hüte
3972,2297,,Geschmeide
3973,2298,1,Tuch
3974,2298,2,Schliff
3975,2298,2,Krämerei
3976,2298,2,Indigo
3977,2298,2,Gallus
3978,2298,2,Nüsse
3979,2300,1,Türkischer Pfeffer
3980,2300,1,Gummer
3981,2301,2,Krämerei
3982,2301,2,Spezerei
3983,2301,2,Schwefel
3984,2301,2,Weinbeeren
3985,2301,2,Tabakpfeifen
3986,2302,,Kastanien
3988,2304,1,Hüte
3989,2305,,Glätte
3990,2306,1,Kastanien
3991,2307,2,Krämerei
3992,2308,1,Kastanien
3993,2309,2,Juchten
3994,2310,2,Juchten
3995,2311,,Strohmesser
3996,2312,,Stockfisch
3997,2313,1,Röte
3998,2313,2,Kastanien
3999,2315,,Kastanien
4000,2316,2,Indigo
4001,2316,2,Weinbeeren
4002,2316,2,Gallus
4003,2317,,Strohmesser
4004,2317,1,Stockfisch
4005,2318,2,Federn
4006,2319,1,Kastanien
4007,2321,2,Röte
4008,2323,1,Kastanien
4009,2322,1,Kastanien
4010,2324,2,Krämerei
4011,2324,2,Juchten
4012,2324,2,Stockfisch
4013,2324,2,Röte
4014,2325,2,Juchten
4015,2325,2,Heringe
4016,2325,2,Krämerei
4017,2326,1,Wachs
4018,2326,2,Wachs
4019,2328,1,Zwirn
4020,2329,2,Leinwand
4021,2329,2,Tuch
4022,2329,2,Krämerei
4023,2330,1,Leinwand
4024,2330,1,Rupfen
4025,2331,2,Schafwolle
4026,2331,1,Indigo
4027,2331,,Tuch
4028,2332,,Indigo
4029,2332,,Tuch
4030,2334,2,Baumwolle
4031,2334,2,Öl
4032,2334,2,Weinbeeren
4033,2334,2,Lorbeer
4034,2335,2,Krämerei
4035,2335,2,Rotbraun
4036,2335,2,Kienruß
4037,2335,2,Baumwolle
4038,2335,2,Holzwaren
4039,2336,2,Juchten
4040,2337,1,Kastanien
4041,2338,,Zwirn
4042,2339,,Zwirn
4043,2340,,Käse
4044,2342,2,Wachs
4045,2344,2,Feder
4046,2344,1,Alteisen
4047,2345,1,Alteisen
4048,2346,2,Federn
4049,2347,,Zwillich
4050,2347,,Kölnisch
4051,2348,2,Wachs
4052,2349,2,Wachs
4053,2349,2,Pech
4054,2349,2,Honig
4055,2349,2,Butter
4056,2350,2,Wachs
4057,2350,2,Federn
4058,2350,2,Zinn
4059,2350,2,Honig
4060,2350,2,Pech
4061,2350,1,Heringe
4062,2350,1,Honig
4063,2350,1,Salpeter
4064,2350,2,Bohrstange
4065,2350,2,Kernstange
4066,2350,2,Kreuzeisen
4067,2350,2,Reifen
4068,2350,2,Schienen
4069,2350,2,Schließen
4070,2350,2,Wolle
4071,2350,,Terpentin
4072,2351,1,Holzwaren
4073,2352,,Rauchfutter
4074,2353,2,Wachs
4075,2354,2,Zinn
4076,2354,2,Schmalz
4077,2354,2,Glätte
4078,2354,2,Blei
4079,2354,2,Butter
4080,2355,2,Juchten
4081,2356,1,Gläser
4082,2357,2,Zinn
4083,2357,2,Blei
4084,2357,1,Sensen
4085,2358,1,Haar
4086,2359,1,Messer
4087,2360,1,Messer
4088,2361,2,Schafwolle
4089,2362,2,Federn
4090,2362,1,Messer
4091,2362,2,Ochsenspitz
4092,2362,2,Prein
4093,2362,1,Geschmeide
4094,2363,1,Messer
4095,2365,2,Wachs
4096,2365,2,Zwirn
4097,2365,,Tuch
4098,2366,1,Türkisches Garn
4099,2367,2,Sohlenleder
4100,2368,,Glätte
4101,2368,2,Juchten
4102,2369,2,Lorbeer
4103,2369,2,Weinbeeren
4104,2370,1,Alteisen
4105,2371,1,Haar
4106,2372,1,Fäustlinge
4107,2373,2,Geschmeide
4108,2373,2,Sensen
4109,2374,2,Glätte
4110,2375,,Drogen
4111,2376,1,Leinwand
4112,2377,,Haar
4113,2378,,Glätte
4114,2378,,Dochtgarn
4115,2378,,Seilerware
4116,2378,,Sicheln
4117,2378,,Blei
4118,2379,1,Kastanien
4119,2380,1,Kastanien
4120,2381,1,Kastanien
4121,2382,,Gürtlerware
4122,2383,1,Juchten
4123,2383,1,Leinwand
4124,2383,1,Haar
4125,2383,1,Kreide
4126,2383,2,Nüsse
4127,2383,2,Schliff
4128,2383,2,Rosinken
4129,2384,2,Öl
4130,2385,2,Käse
4131,2386,2,Käse
4132,2387,2,Hanf
4133,2387,2,Werg
4134,2388,1,Zwirn
4135,2389,2,Nüsse
4136,2390,,Leinwand
4137,2390,,Rupfen
4138,2391,2,Holzwaren
4139,2392,2,Kastanien
4140,2392,2,Nüsse
4141,2394,2,Kastanien
4142,2395,1,Käse
4143,2396,2,Leinwand
4144,2400,,Haar
4145,2401,,Nüsse
4146,2402,2,Rupfen
4147,2402,2,Zwillich
4148,2403,1,Zinn
4149,2404,1,Leinwand
4150,2405,,Glätte
4151,2406,2,Juchten
4152,2407,2,Glätte
4153,2407,,Schafwolle
4154,2407,2,Blei
4155,2407,1,Blei
4156,2408,2,Juchten
4157,2409,2,Stockfisch
4158,2409,2,Schmalz
4159,2409,2,Hausen
4160,2409,2,Blei
4161,2409,1,Schmalz
4162,2409,2,
4163,2410,,Anis
4164,2411,,Anis
4165,2421,,Anis
4166,2412,2,Hanf
4167,2413,1,Geschmeide
4168,2413,1,Wachs
4169,2413,1,Strohmesser
4170,2413,1,Sensen
4171,2414,2,Röte
4172,2416,1,Visierschneiderware
4173,2417,2,Federn
4174,2418,,Heringe
4175,2419,1,Pfundleder
4176,8015,1,Visierschneiderei
4177,2420,1,Zwetschgen
4178,2422,2,Juchten
4179,2422,1,Juchten
4180,2422,2,Kuhhäute
4181,2422,1,Ochsenhäute
4182,2423,2,Glätte
4183,2424,2,Kuhhäute
4184,2424,2,Terzenhäute
4185,2424,1,Gearbeitete Kuhhäute
4186,2425,1,Wachs
4187,2426,2,Juchten
4188,2427,1,Wachs
4189,2428,2,Tuch
4190,2428,2,Baye
4191,2430,1,Gewandschnitt
4192,2431,1,Schafwolle
4193,2431,,Wolle
4194,2432,2,Juchten
4195,2433,,Schmer
4196,2434,1,Leim
4197,2434,1,Wolle
4198,2434,2,Butter
4199,2435,2,Federn
4200,2436,,Safran
4201,2436,2,Federn
4202,2436,2,Zinn
4203,2436,2,Glätte
4204,2436,2,Wachs
4205,2436,2,Kupfer
4206,2436,,Barchent
4207,2436,,Indigo
4208,2436,,Kupferwasser
4209,2436,2,Salpeter
4210,2438,2,Zinn
4211,2438,2,Glätte
4212,2439,2,Federn
4213,2439,1,Sensen
4214,2439,1,Strohmesser
4215,2439,1,Sicheln
4216,2439,1,Blech
4217,2439,1,Draht
4218,2439,1,Wetzstein
4220,2439,1,Geschmeide
4221,2439,2,Haar
4222,2439,2,Arbes
4223,2439,2,Prein
4224,2440,2,Krämerei
4225,2440,2,Haar
4226,2441,1,Leinwand
4227,2441,1,Rupfen
4228,2442,2,Kastanien
4229,2443,2,Röte
4230,2444,,Geschmeide
4231,2444,,Strohmesser
4232,2445,1,Schafwolle
4233,2446,,Röte
4234,2447,2,Glätte
4235,2448,1,Gürtlerware
4236,2449,,Haar
4237,2450,1,Leinwand
4238,2451,1,Kastanien
4239,2452,2,Krämerei
4240,2453,2,Schliff
4241,2453,2,Reis
4242,2453,2,Taschenmesser
4243,2453,2,Weinstein
4244,2455,1,Kastanien
4245,2456,,Glätte
4246,2457,,Feder
4247,2457,,Altzinn
4248,2457,,Altkupfer
4249,2457,,Tuch
4250,2457,,Corduan
4251,2458,1,Pulver
4252,2459,1,Tischgewand
4253,2460,1,Blei
4254,2461,1,Spitze
4255,2461,,Zwetschgen
4256,2462,1,Spitze
4257,2462,,Glätte
4258,2463,,Nüsse
4259,2464,2,Kastanien
4260,2465,2,Senf
4261,2465,2,Kastanien
4262,2465,2,Feigen
4263,2465,2,Mandeln
4264,2466,,Geschmeide
4265,2466,,Sensen
4266,2467,2,Kastanien
4267,2467,,Wetzsteine
4268,2468,1,Heringe
4269,2468,1,Leinwand
4270,2469,,Geschmeide
4271,2470,1,Stockfisch
4272,2471,1,Butter
4273,2472,2,Kastanien
4274,8016,1,Butter
4275,8016,1,Stockfisch
4276,8016,2,Kastanien
4277,8016,1,Röte
4278,8016,2,Strohmesser
4279,8016,2,Kreide
4280,8016,1,Juchten
4281,8016,1,Rotscher
4282,2473,2,Sensen
4283,2474,2,Kastanien
4284,2476,1,Kreide
4285,2477,1,Weinstein
4286,2479,1,Weinstein
4287,2479,1,Vitriol
4288,2479,1,Schwefel
4289,2479,1,Barchent
4290,2479,2,Tuch
4291,2479,1,Fletseide
4292,2479,1,Knöpfe
4293,2480,,Sensen
4294,2482,,Haar
4295,2483,,Zwetschgen
4296,2484,1,Tabak
4297,2485,2,Röte
4298,2485,,Weinstein
4299,2487,,Tischzeug
4300,2488,2,Tuch
4301,2488,2,Baye
4302,2488,2,Schneiderware
4303,2488,2,Krämerei
4304,2489,2,Weinbeeren
4305,2489,2,Garn
4306,2489,2,Lorbeer
4307,2490,2,Federn
4308,2490,2,Kastanien
4309,2491,2,Hanf
4310,2492,2,Zwirn
4311,2507,2,Tabak
4312,2493,1,Federn
4313,2493,2,Tabak
4314,2494,2,Braunrot
4315,2494,1,Federn
4316,2494,1,Wolle
4317,2494,2,Garn
4318,2494,1,Weinstein
4319,2494,2,Federn
4320,2494,2,Wolle
4321,2494,2,Weinstein
4322,2494,1,Anis
4323,2495,2,Tabak
4324,2496,,Wolle
4325,2497,1,Zinn
4326,2497,2,Kastanien
4327,2497,2,Weinstein
4328,2498,,Tuch
4329,2499,1,Wolle
4330,2499,2,Tabak
4331,2499,1,Federn
4332,2499,1,Wachs
4333,2500,,Tuch
4334,2501,2,Federn
4335,2502,1,Wolle
4336,2502,2,Tabak
4337,2502,1,Federn
4338,2503,,Tuch
4339,2503,,Häute
4340,2504,1,Federn
4341,2505,,Tuch
4342,2505,,Wolle
4343,2506,2,Leim
4344,2508,,Tuch
4345,8017,2,Kastanien
4346,8017,1,Weinstein
4347,8017,2,Käse
4348,8017,2,Krämerei
4349,2509,1,Federn
4350,2509,2,Tabak
4351,2511,2,Lorbeer
4352,2512,2,Röte
4353,2512,,Weinstein
4354,2512,1,Federn
4355,2512,,Zinn
4356,2513,2,Tabak
4357,2514,2,Tabak
4358,2515,2,Tabak
4359,2515,1,Zinn
4360,2515,1,Messing
4361,2515,1,Glocke
4362,2515,1,Metall
4363,2515,2,Röte
4364,2516,,Wolle
4365,2517,2,Käse
4366,2517,2,Stockfisch
4367,2517,1,Weinstein
4368,2517,2,Röte
4369,2517,2,Schafwolle
4370,2517,2,Wolle
4371,2517,1,Zinn
4372,2518,,Wolle
4373,2518,1,Weinstein
4374,2519,1,Tuch
4375,8018,2,Kastanien
4376,2520,,Zeug
4377,2521,2,Kastanien
4378,2522,1,Wachs
4379,2523,1,Federn
4380,2524,1,Federn
4381,2525,1,Federn
4382,2526,,Wachs
4383,2527,2,Juchten
4384,2527,1,Kürschnerware
4385,2527,2,Kürschnerware
4386,2528,1,Kürschnerware
4387,2529,1,Federn
4388,2530,2,Weinbeeren
4389,2531,2,Schafwolle
4390,2531,,Tuch
4393,2532,1,Leinwand
4394,2532,1,Federn
4395,2533,2,Kastanien
4396,2534,2,Tabak
4397,2535,2,Kreide
4398,2535,2,Kastanien
4399,2536,2,Federn
4400,2536,,Weinstein
4401,2536,,Wolle
4402,2544,1,Weinstein
4403,2544,,Wolle
4404,2537,2,Indigo
4405,2539,,Tuch
4406,2539,,Leder
4407,2539,1,Wolle
4408,2539,2,Indigo
4409,2540,1,Wachs
4410,2541,1,Weinstein
4411,2541,2,Weinbeeren
4412,2541,2,Öl
4413,2541,2,Kastanien
4414,2541,1,Kastanien
4415,2543,2,Tabak
4416,2547,2,Krämerei
4417,2547,2,Pfeffer
4418,2547,2,Schwefel
4419,2547,2,Fischbein
4420,2548,2,Röte
4421,2550,2,Leinwand
4422,2550,2,Krämerei
4423,2552,,Zwirn
4424,2553,2,Stockfisch
4425,2554,2,Kastanien
4426,2554,1,Kastanien
4427,2551,2,Zwillich
4428,2551,2,Leinwand
4429,2551,2,Bettzeug
4430,2551,2,Rupfen
4431,2555,,Federn
4432,2556,2,Kastanien
4433,2557,1,Tuch
4434,2558,2,Zinn
4435,2559,,Geschmeide
4436,2560,1,Flaumfedern
4437,2561,2,Alaun
4438,2561,2,Krämerei
4439,2561,2,Leinwand
4440,2562,1,Haut
4441,2562,1,Federkiele
4442,2562,2,Krämerei
4443,2562,2,Seidenwaren
4444,2562,2,Nüsse
4445,2562,2,Taschenmesser
4446,2563,,Tuch
4447,2564,1,Fell
4448,2564,2,Tuch
4449,2565,2,Kastanien
4450,2565,,Messer
4451,2566,2,Tabak
4452,2566,1,Federn
4453,2567,2,Weinstein
4454,2567,,Tuch
4455,2568,1,Wachs
4456,2569,1,Tabak
4457,2570,,Felle
4458,2570,,Papier
4459,2570,,Tuch
4460,2570,,Alaun
4461,2571,2,Weinstein
4462,2572,2,Tabak
4463,2573,1,Federn
4464,2574,1,Federn
4465,2575,2,Materialien
4466,2576,1,Federn
4467,2577,1,Weinstein
4468,2578,2,Tabak
4469,2579,2,Kreide
4470,2580,2,Kastanien
4471,2581,1,Weinstein
4472,2582,1,Federn
4473,2583,2,Tabak
4474,2584,2,Federn
4475,2585,2,Tabak
4476,2586,1,Fell
4477,2586,2,Kastanien
4478,2586,2,Nüsse
4479,2587,2,Juchten
4480,2589,2,Federn
4481,2590,1,Federn
4482,2590,1,Wachs
4483,2590,2,Weinstein
4484,2591,2,Federn
4485,2592,1,Wachs
4486,2593,2,Federn
4487,2594,2,Baumwolle
4488,2596,1,Federn
4489,2596,1,Weinstein
4490,2597,,Wolle
4491,2598,2,Juchten
4492,2598,2,Kastanien
4493,8020,2,Weinstein
4494,2601,2,Tabak
4495,2602,2,Tabak
4496,2603,2,Krämerei
4497,2604,2,Juchten
4498,2604,2,Pfundhäute
4499,2605,,Tuch
4500,2606,2,Heringe
4501,2608,2,Nüsse
4502,2608,2,Röte
4503,2608,2,Haar
4504,2609,1,Federn
4505,2610,2,Weinstein
4506,2611,2,Juchten
4507,2612,,Leinwand
4508,2612,,Goller
4509,2613,2,Krämerei
4510,2613,2,Steyrer Ware
4511,2614,,Geschmeide
4512,2615,,Beschlagenes Gut
4513,2618,1,Haar
4514,2618,1,Flämisches Garn
4515,2618,1,Leinwand
4516,2619,2,Juchten
4517,2623,2,Fischschmalz
4518,2624,1,Wolle
4519,2625,2,Fischschmalz
4520,2626,2,Kastanien
4521,2626,,Nüsse
4522,2627,2,Spezerei
4523,2627,2,Nüsse
4524,2628,2,Tabak
4525,2628,2,Weinstein
4526,2635,2,Kastanien
4527,2635,2,Tabak
4528,2635,2,Weinstein
4529,2635,2,Weinbeeren
4530,2629,1,Butter
4531,2629,2,Nüsse
4532,2629,1,Haar
4533,2629,,Garn
4534,2629,,Kastanien
4535,2630,2,Kastanien
4536,2631,1,Butter
4537,2631,1,Haar
4538,2631,2,Nüsse
4539,2631,2,Zwetschgen
4540,2631,1,Dochtgarn
4541,2632,,Geschmeide
4542,2634,1,Heringe
4543,2633,1,Heringe
4544,2636,2,Federn
4545,2637,1,Tabak
4546,2637,,Baumöl
4547,2637,2,Lorbeer
4548,2637,2,Pfeffer
4549,2637,2,Zucker
4550,2637,2,Blei
4551,2637,2,Nägel
4552,2637,2,Weinbeeren
4553,2637,2,Gallus
4554,2637,,Schwefel
4555,2637,2,Zimt
4556,2637,1,Käse
4557,2637,,Leinöl
4558,2637,,Stockfisch
4559,2637,2,Wachs
4560,2637,2,Reis
4561,2637,2,Indigo
4562,2637,,Alaun
4563,2638,1,Wachs
4564,2638,2,Krämerei
4565,2638,2,Baumwolle
4566,2638,2,Weinbeeren
4567,2639,1,Haar
4568,2639,1,Hanf
4569,2639,2,Zwetschgen
4570,2639,2,Tabakpfeifen
4571,2640,,Strohmesser
4572,2640,,Schwarzblech
4573,2640,1,Juchten
4574,2641,2,Kastanien
4575,2643,,Geschmeide
4576,2644,,Geschmeide
4577,2644,,Weinbeeren
4578,2644,,Öl
4579,2644,,Krämerei
4580,2645,,Haar
4581,2646,,Haar
4582,2646,,Butter
4583,2648,2,Juchten
4584,2650,,Blei
4585,2652,,Nüsse
4586,2653,1,Haar
4587,2654,1,Grüne Käppel
4588,2656,2,Tabakpfeifen
4589,2658,2,Öl
4590,2659,1,Haar
4591,2660,2,Röte
4592,2661,1,Schmalz
4593,2661,1,Reis
4594,2662,2,Röte
4595,2663,2,Kastanien
4596,2664,2,Krämerei
4597,2665,2,Krämerei
4598,2666,2,Krämerei
4599,2667,1,Federn
4600,2667,1,Hanf
4601,2669,1,Federn
4602,2669,1,Wachs
4603,2671,2,Krämerei
4604,2671,2,Kienruß
4605,2672,,Schmalz
4606,2673,,Meselan
4607,2675,,Dochtgarn
4608,2675,,Glätte
4609,2676,2,Krämerei
4610,2676,2,Öl
4611,2676,2,Schwefel
4612,2677,,Tuch
4613,2677,,Meselan
4614,2677,2,Indigo
4615,2678,1,Alteisen
4616,2680,2,Kreide
4617,2680,2,Weinstein
4618,2680,2,Schwefel
4619,2680,1,Federn
4620,2680,2,Zwetschgen
4621,2687,2,Tabak
4622,2687,1,Schafwolle
4623,2687,1,Federn
4624,2687,2,Öl
4625,2687,2,Kastanien
4626,2685,1,Tuch
4627,2685,1,Alaun
4628,2685,1,Meselan
4629,2685,,Hanf
4630,2685,,Wachs
4631,2685,,Fell
4632,2685,,Zinn
4633,2685,,Kupfer
4634,2688,,Tuch
4635,2686,1,Weinstein
4636,2689,2,Lorbeer
4637,2689,2,Kastanien
4638,2690,1,Wachs
4639,2691,,Wachs
4640,2692,,Leinöl
4641,2693,2,Kastanien
4642,2696,2,Kastanien
4643,2698,2,Öl
4644,2701,,Federn
4645,2701,,Felle
4646,2702,,Wolle
4647,2702,,Felle
4648,2702,,Hanf
4649,2702,,Kuhhäute
4650,2702,,Wachs
4651,2704,2,Tabak
4652,2705,2,Krämerei
4653,2705,2,Erde
4654,2705,2,Farbzeug
4655,2705,2,Pfeffer
4656,2705,2,Fischbein
4657,2706,2,Kastanien
4658,2707,,Federn
4659,2708,1,Federn
4660,2709,2,Tabak
4661,2709,1,Wachs
4662,2710,1,Wolle
4663,2711,1,Weinstein
4664,2711,2,Öl
4665,2711,2,Weinstein
4666,2711,2,Zwetschgen
4667,2713,2,Tabak
4668,2714,,Krämerei
4669,2716,1,Indigo
4670,2716,1,Weinstein
4671,2718,1,Wolle
4672,2719,1,Wachs
4673,2719,1,Weinstein
4674,2720,1,Weinstein
4675,2721,1,Seife
4676,2721,,Kerzen
4677,2722,1,Zwirn
4678,2723,2,Juchten
4679,2724,,Tuch
4680,2725,,Leinöl
4681,2725,,Wagenschmiere
4682,2726,,Weiße Ware
4683,2727,1,Kotzen
4684,2728,2,Juchten
4685,2729,2,Kastanien
4686,2730,2,Krämerei
4687,2730,2,Röte
4688,2730,2,Tuch
4689,2731,2,Holzware
4690,2731,2,Taschenmesser
4691,2731,2,Nürnberger Ware
4692,2731,2,Schmelztiegel
4693,2732,1,Eisenwaren
4694,2732,2,Geschmeide
4695,2733,2,Sensen
4696,2734,,Geschmeide
4697,2735,2,Krämerei
4698,2735,2,Kienruß
4699,2736,,Schmalz
4700,2737,,Fruchtbäume
4701,2738,1,Haar
4702,2738,1,Butter
4703,2739,1,Zinn
4704,2741,2,Krämerei
4705,2741,2,Holzware
4706,2741,2,Messer
4707,2741,2,Öl
4708,2742,,Kürschnerware
4709,2742,2,Wachs
4710,2744,2,Wolle
4711,2744,,Wachs
4712,2745,,Nüsse
4713,2746,1,Hauben
4714,2746,1,Schlafröcke
4715,2747,2,Nüsse
4716,2748,2,Holzwaren
4717,2748,2,Weinbeeren
4718,2748,2,Öl
4719,2748,2,Kastanien
4720,2749,2,Leinwand
4721,2749,2,Krämerei
4722,2750,2,Leinwand
4723,2751,2,Leinwand
4724,2753,2,Federn
4725,2754,2,Spezerei
4726,2754,2,Schwefel
4727,2754,2,Nüsse
4728,2754,2,Reis
4729,2754,2,Lorbeer
4730,2754,2,Öl
4731,2755,2,Rohe Ochsenhäute
4732,2756,,Juchten
4733,2757,2,Krämerei
4734,2758,2,Kastanien
4735,2761,1,Glätte
4736,2762,1,Glätte
4737,2763,2,Juchten
4738,2765,,Leinöl
4739,2766,2,Juchten
4740,2767,,Leinöl
4741,2768,,Stockfisch
4742,2769,2,Leinwand
4743,2769,2,Haar
4744,2770,2,Wolle
4745,2770,2,Röte
4746,2770,2,Tuch
4747,2770,2,Käppel
4748,2770,1,Wolle
4749,2771,1,Röte
4750,2771,2,Nüsse
4751,2772,2,Röte
4752,2774,,Pulver
4753,2774,,Lunten
4754,2774,,Blei
4755,2775,2,Krämerei
4756,2776,,Zeug
4757,2778,,Kuhhäute
4758,2779,,Kuhhäute
4759,2780,2,Schafwolle
4760,2781,1,Tiroler Wein
4761,2782,1,Krämerei
4762,2783,1,Kurzwaren
4763,2784,1,Unschlitt
4764,2785,2,Juchten
4765,2786,2,Juchten
4766,2787,2,Zwirn
4767,2788,,Krämerei
4768,2788,,Holzware
4769,2788,,Schwefel
4770,2789,,Ziechen
4771,2790,,Ziechen
4772,2791,2,Käse
4773,2792,2,Juchten
4774,2796,2,Juchten
4775,2793,2,Fischbein
4776,2795,,Tuch
4777,2795,,Senf
4778,2797,1,Haar
4779,2798,,Leinöl
4780,2800,1,Kastanien
4781,2801,1,Kastanien
4782,2802,1,Kastanien
4783,2803,2,Tabak
4784,2804,2,Kastanien
4785,2806,1,Salpeter
4786,2807,,Kastanien
4787,2808,1,Nürnberger Ware
4788,2808,1,Messingknöpfe
4789,2808,2,Senf
4790,2809,2,Heringe
4791,2809,2,Stockfisch
4792,2809,2,Krämerei
4793,2809,2,Leim
4794,2809,2,Leinwand
4795,2809,2,Öl
4796,2811,1,Eisenware
4797,2812,2,Schafwolle
4798,2813,2,Pfeffer
4799,2813,2,Juchten
4800,2813,2,Ingwer
4801,2813,1,Honig
4802,2813,1,Wachs
4803,2814,,Schwefel
4804,2814,,Reis
4806,2815,,Tiroler Wein
4807,2816,1,Haar
4808,2816,1,Leinwand
4809,2818,2,Strohmesser
4810,2818,2,Schmelztiegel
4811,2818,2,Schwefel
4812,2818,1,Geschmeide
4813,2818,2,Geschmeide
4814,2818,1,Eisenwaren
4815,2818,,Sensen
4816,2818,,Holzwaren
4817,2818,,Krämerei
4818,2819,,Leinwand
4819,2819,,Zwillich
4820,2819,,Rupfen
4821,2819,,Garn
4822,2819,,Schmalz
4823,2820,,Tuch
4824,2821,1,Kurzwaren
4825,2823,2,Weinstein
4826,2824,1,Haar
4827,2825,,Käse
4828,2834,1,Heringe
4829,2826,1,Haar
4830,2826,,Nüsse
4831,2827,,Tuch
4832,2828,1,Kastanien
4833,2828,2,Tabak
4834,2829,,Haar
4835,2829,,Nüsse
4836,2830,,Haar
4837,2831,2,Nüsse
4838,2832,2,Kastanien
4839,2833,,Tuch
4840,2836,2,Kastanien
4841,2837,2,Röte
4842,2839,,Tuch
4843,2840,1,Federn
4844,2843,2,Stockfisch
4845,2842,2,Stockfisch
4846,2842,2,Krämerei
4847,2842,2,Limonen
4848,2842,2,Alaun
4849,2842,2,Kienruß
4850,2842,2,Heringe
4851,2842,2,Braunrot
4852,2842,2,Öl
4853,2842,2,Baumwolle
4854,2842,2,Spezerei
4855,2842,2,Leinwand
4856,2842,2,Zwirn
4857,2842,2,Käse
4858,2842,2,Haar
4859,2842,2,Reis
4860,2842,2,Zucker
4861,2845,,Fell
4862,2844,1,Gearbeitete Schaffelle
4863,2844,,Felle
4864,2846,2,Juchten
4865,2847,2,Garn
4866,2849,2,Krämerei
4867,2850,2,Federn
4868,2850,2,Juchten
4869,2850,2,Käse
4870,2851,,Geschmeide
4871,2852,1,Messer
4872,2852,1,Scheiden
4873,2852,2,Arbes
4874,2852,2,Prein
4875,2852,2,Ochsenspitz
4876,2853,,Zwirn
4877,2854,,Kastanien
4878,2855,1,Haar
4879,2855,1,Schmalz
4880,2856,1,Honig
4881,2856,2,Wachs
4882,2856,1,Wachs
4883,2856,2,Honig
4884,2857,,Honig
4885,2857,,Wachs
4886,2858,2,Wachs
4887,2858,1,Honig
4888,2860,2,Wurzen
4889,2861,2,Garn
4890,2862,2,Weinbeeren
4891,2863,2,Kastanien
4892,2864,2,Tuch
4893,2864,2,Schliff
4894,2864,2,Krämerei
4895,2864,2,Pfeffer
4896,2865,1,Messer
4897,2865,1,Ochsenspitz
4898,2867,2,Kastanien
4899,2867,,Zwirn
4900,2868,1,Kastanien
4901,2869,1,Alteisen
4902,2870,2,Baumöl
4903,2871,1,Nürnberger Waren
4904,2872,,Geschmeide
4905,2873,2,Stockfisch
4906,2874,1,Leinöl
4907,2876,2,Krämerei
4908,2876,2,Tabak
4909,2876,2,Öl
4910,2876,2,Baumöl
4911,2878,2,Heringe
4912,2878,2,Krämerei
4913,2878,2,Stockfisch
4914,2878,2,Öl
4915,2878,2,Prisil
4916,2877,,Haar
4917,2879,,Stockfisch
4918,2880,1,Stockfisch
4919,2881,1,Spitze
4920,2882,,Glätte
4921,2883,2,Juchten
4922,2883,2,Krämerei
4923,2885,,Haar
4924,2886,,Engelsaat
4925,2887,,Strohmesser
4926,2891,1,Hüte
4927,2893,,Geschmeide
4928,2893,,Strohmesser
4929,2888,,Geschmeide
4930,2889,,Geschmeide
4931,2892,,Geschmeide
4932,2894,1,Zwirn
4933,2895,,Spezerei
4934,2895,,Beschlagenes Gut
4935,2895,2,Pfeffer
4936,2895,2,Ingwer
4937,2895,1,Baumöl
4938,2895,2,Juchten
4939,2895,2,Zinn
4940,2895,2,Käse
4941,2895,2,Seife
