hauptdokument_kaeufer_name_vkId,id,personenId
785,1961,2209
786,2691,2209
787,1961,2223
788,2691,2223
789,1950,2254
790,659,2265
791,659,2266
792,2017,2309
793,2047,2315
794,1972,2316
795,1980,2316
796,1972,2318
797,1980,2318
798,2047,2320
799,2047,2321
800,2047,2323
801,1994,2325
802,1736,2346
803,266,2349
804,424,2349
805,1547,2349
806,1567,2349
807,1574,2349
808,1617,2349
809,4041,2349
810,5651,2349
811,7162,2349
812,282,2350
813,287,2350
814,386,2350
815,547,2350
816,1235,2350
817,1339,2350
818,1585,2350
819,1680,2350
820,1741,2350
821,2402,2350
822,6701,2350
823,6825,2350
824,6826,2350
825,6904,2350
826,7108,2350
827,7109,2350
828,7313,2350
829,7384,2350
830,146,2354
831,562,2354
832,1464,2354
833,1491,2354
834,1569,2354
835,1595,2354
836,1618,2354
837,1690,2354
838,1693,2354
839,1702,2354
840,7220,2354
841,2269,2355
842,4251,2357
843,6919,2367
844,3988,2373
845,4024,2373
846,4262,2373
847,4831,2373
848,7404,2373
849,3314,2374
850,3445,2374
851,3447,2374
852,3853,2374
853,2504,2386
854,2580,2386
855,1989,2392
856,3080,2407
857,3091,2407
858,3169,2407
859,3182,2407
860,3207,2407
861,3233,2407
862,3259,2407
863,3272,2407
864,3277,2407
865,3286,2407
866,3350,2407
867,3390,2407
868,3448,2407
869,3449,2407
870,3520,2407
871,3848,2407
872,3851,2407
873,136,2408
874,1919,2408
875,120,2409
876,665,2409
877,6920,2409
878,7128,2409
879,136,2412
880,1919,2412
881,2861,2413
882,5223,2413
883,5224,2413
884,136,2418
885,1919,2418
886,136,2422
887,1919,2422
888,3945,2423
889,3080,2424
890,3091,2424
891,3169,2424
892,3182,2424
893,3207,2424
894,3233,2424
895,3259,2424
896,3272,2424
897,3277,2424
898,3286,2424
899,3350,2424
900,3390,2424
901,3448,2424
902,3449,2424
903,3520,2424
904,3848,2424
905,3851,2424
906,643,2434
907,2268,2439
908,2109,2464
909,697,2467
910,693,2472
911,698,2472
912,739,2472
913,2098,2472
914,2189,2472
915,5618,2473
916,6967,2474
917,6683,2494
918,6727,2494
919,6869,2494
920,6922,2494
921,7008,2494
922,6683,2501
923,6727,2501
924,6869,2501
925,6922,2501
926,7008,2501
927,2283,2506
928,897,2508
929,1800,2508
930,2337,2508
931,897,2511
932,1800,2511
933,2337,2511
934,6683,2512
935,6727,2512
936,6869,2512
937,6922,2512
938,7008,2512
939,6683,2517
940,6727,2517
941,6869,2517
942,6922,2517
943,7008,2517
944,2283,2521
945,2283,2522
946,922,2532
947,922,2535
948,922,2537
949,922,2540
950,483,2541
951,1003,2554
952,2230,2560
953,1003,2565
954,2230,2567
955,2230,2576
956,1003,2577
957,880,2580
958,2230,2583
959,7166,2585
960,2230,2587
961,7166,2594
962,1709,2604
963,1997,2604
964,405,2606
965,405,2619
966,2117,2630
967,7010,2635
968,7012,2635
969,3343,2637
970,3371,2637
971,3378,2637
972,3547,2637
973,3557,2637
974,3575,2637
975,3795,2637
976,3799,2637
977,7003,2660
978,534,2686
979,2007,2686
980,2079,2686
981,2251,2686
982,2278,2686
983,534,2689
984,2007,2689
985,2079,2689
986,2251,2689
987,2278,2689
988,1033,2698
989,1033,2701
990,2142,2706
991,1033,2707
992,1663,2711
993,2265,2711
994,2272,2711
995,2204,2723
996,2310,2728
997,2006,2729
998,7433,2732
999,5644,2733
1000,1445,2753
1001,2872,2759
1002,7243,2770
1003,579,2785
1004,1331,2785
1005,579,2786
1006,1331,2786
1007,3556,2787
1008,1716,2792
1009,2011,2792
1010,1716,2796
1011,2011,2796
1012,451,2813
1013,7247,2813
1014,3963,2818
1015,4828,2818
1016,7426,2818
1017,701,2832
1018,704,2832
1019,705,2832
1020,728,2832
1021,802,2832
1022,2217,2832
1023,2218,2832
1024,2235,2832
1025,2239,2832
1026,2052,2842
1027,6858,2847
1028,1744,2850
1029,2152,2850
1030,2827,2856
1031,3998,2856
1032,4048,2856
1033,4254,2856
1034,4427,2856
1035,4480,2856
1036,5225,2858
1037,5638,2858
1038,3704,2862
1039,1946,2863
1040,6994,2867
1041,3571,2870
1042,7400,2887
1043,3974,2888
1044,4437,2888
1045,5217,2889
1046,7400,2891
1047,7400,2893
1048,2629,2895
1049,2638,2895
1050,2639,2895
1051,3333,2895
1052,3335,2895
1053,3361,2895
1054,3376,2895
1055,3377,2895
1056,3383,2895
1057,3517,2895
1058,3518,2895
1059,3533,2895
1060,3551,2895
1061,3590,2895
1062,3637,2895
1063,3652,2895
1064,3668,2895
1065,3724,2895
1066,3748,2895
1067,3827,2895
1068,2131,2898
1069,1791,2902
1070,152,2903
1071,1168,2903
1072,569,2904
1073,87,2919
1074,114,2919
1075,158,2919
1076,160,2919
1077,213,2919
1078,326,2919
1079,471,2919
1080,504,2919
1081,614,2919
1082,641,2919
1083,706,2919
1084,1230,2919
1085,1329,2919
1086,1338,2919
1087,1498,2919
1088,1526,2919
1089,1538,2919
1090,1609,2919
1091,1620,2919
1092,1646,2919
1093,1647,2919
1094,1854,2919
1095,1855,2919
1096,1895,2919
1097,1896,2919
1098,1897,2919
1099,1925,2919
1100,1936,2919
1101,2351,2919
1102,2443,2919
1103,7083,2919
1104,7134,2919
1105,7159,2919
1106,7240,2919
1107,3682,2927
1108,3684,2927
1109,3682,2929
1110,3684,2929
1111,842,2934
1112,624,2943
1113,1990,2943
1114,1469,2947
1115,624,2948
1116,1990,2948
1117,3971,2954
1118,5642,2954
1119,5655,2954
1120,648,2956
1121,1949,2956
1122,1971,2956
1123,143,2961
1124,613,2961
1125,1245,2961
1126,1488,2961
1127,2114,2965
1128,7479,3000
1129,7213,3010
1130,891,3012
1131,3661,3030
1132,7365,3042
1133,2221,3052
1134,2221,3053
1135,3985,3069
1136,7094,3073
1137,2167,3075
1138,2169,3075
1139,633,3124
1140,4775,3127
1141,2994,3131
1142,2995,3131
1143,633,3137
1144,3336,3164
1145,486,3174
1146,1847,3175
1147,7475,3180
1148,7480,3180
1149,7507,3180
1150,972,3181
1151,1763,3182
1152,2206,3182
1153,6784,3182
1154,6788,3182
1155,313,3183
1156,525,3183
1157,570,3183
1158,128,3184
1159,273,3184
1160,1323,3184
1161,972,3185
1162,3569,3197
1163,3570,3197
1164,2180,3212
1165,2193,3212
1166,3996,3214
1167,4053,3215
1168,5646,3215
1169,6105,3237
1170,3613,3239
1171,787,3250
1172,883,3257
1173,886,3257
1174,7244,3270
1175,7249,3270
1176,7251,3270
1177,7278,3270
1178,7244,3271
1179,7249,3271
1180,7251,3271
1181,7278,3271
1182,1970,3273
1183,2183,3277
1184,7098,3289
1185,283,3290
1186,328,3316
1187,565,3316
1188,1305,3316
1189,1579,3316
1190,1599,3316
1191,1790,3316
1192,1880,3316
1193,1899,3316
1194,1910,3316
1195,1929,3316
1196,2013,3324
1197,2033,3324
1198,7023,3325
1199,7068,3325
1200,2023,3326
1201,2024,3326
1202,7476,3371
1203,7483,3371
1204,797,3372
1205,6663,3375
1206,6708,3375
1207,2001,3383
1208,2299,3383
1209,1674,3387
1210,7066,3388
1211,1674,3391
1212,2001,3393
1213,2299,3393
1214,3170,3396
1215,3842,3396
1216,642,3403
1217,658,3403
1218,662,3403
1219,700,3403
1220,1960,3403
1221,857,3405
1222,2102,3405
1223,960,3407
1224,970,3407
1225,1010,3407
1226,2312,3408
1227,960,3412
1228,970,3412
1229,1010,3412
1230,965,3414
1231,2275,3414
1232,2316,3414
1233,2334,3415
1234,862,3416
1235,889,3416
1236,965,3417
1237,2275,3417
1238,2316,3417
1239,2312,3420
1240,1966,3434
1241,1966,3436
1242,7196,3448
1243,454,3449
1244,2271,3464
1245,2271,3465
1246,4451,3476
1247,4817,3476
1248,2865,3477
1249,2866,3477
1250,2867,3477
1251,2868,3477
1252,2870,3477
1253,2871,3477
1254,2873,3477
1255,2930,3477
1256,2988,3477
1257,4248,3477
1258,4249,3477
1259,4250,3477
1260,4818,3477
1261,4819,3477
1262,4820,3477
1263,7410,3477
1264,7411,3477
1265,7412,3477
1266,7413,3477
1267,7055,3486
1268,3543,3487
1269,3545,3487
1270,3596,3487
1271,1726,3490
1272,2315,3493
1273,1726,3494
1274,1605,3496
1275,1688,3496
1276,2315,3498
1277,1677,3503
1278,1677,3505
1279,6833,3513
1280,2896,3539
1281,7443,3539
1282,2896,3540
1283,7443,3540
1284,744,3551
1285,1754,3551
1286,2022,3551
1287,2600,3559
1288,3324,3559
1289,3438,3559
1290,3442,3559
1291,1785,3562
1292,1812,3576
1293,672,3590
1294,2229,3590
1295,2243,3590
1296,2263,3590
1297,7218,3592
1298,4450,3608
1299,401,3611
1300,713,3638
1301,2026,3638
1302,2082,3638
1303,713,3640
1304,2026,3640
1305,2082,3640
1306,640,3646
1307,3563,3652
1308,3892,3652
1309,399,3676
1310,725,3676
1311,853,3676
1312,868,3676
1313,913,3676
1314,1012,3676
1315,2431,3683
1316,1332,3684
1317,235,3697
1318,310,3697
1319,467,3697
1320,1328,3697
1321,2266,3701
1322,2005,3702
1323,3634,3708
1324,1706,3715
1325,871,3719
1326,906,3719
1327,1228,3719
1328,7184,3719
1329,7186,3719
1330,6996,3736
1331,7177,3736
1332,1985,3738
1333,2019,3742
1334,2100,3742
1335,2000,3744
1336,2020,3744
1337,6795,3744
1338,2000,3745
1339,2020,3745
1340,6795,3745
1341,2019,3746
1342,2100,3746
1343,2019,3749
1344,2100,3749
1345,2019,3751
1346,2100,3751
1347,6996,3752
1348,7177,3752
1349,6996,3753
1350,7177,3753
1351,7063,3754
1352,2400,3756
1353,2400,3757
1354,1985,3758
1355,1715,3768
1356,1715,3769
1357,684,3770
1358,7210,3790
1359,607,3796
1360,1697,3808
1361,1699,3808
1362,2103,3809
1363,1697,3810
1364,1699,3810
1365,1697,3811
1366,1699,3811
1367,2226,3815
1368,721,3822
1369,2093,3822
1370,2226,3828
1371,2226,3829
1372,2226,3835
1373,2161,3843
1374,721,3851
1375,2093,3851
1376,2161,3857
1377,2226,3858
1378,4268,3880
1379,5654,3880
1380,7437,3880
1381,730,3898
1382,2246,3901
1383,2248,3901
1384,2034,3904
1385,3800,3921
1386,3787,3928
1387,4796,3932
1388,866,3943
1389,866,3947
1390,751,3965
1391,7439,3966
1392,553,3984
1393,1615,3985
1394,7176,3986
1395,7436,4003
1396,826,4024
1397,3968,4035
1398,3992,4035
1399,3993,4035
1400,4033,4035
1401,4049,4035
1402,4837,4035
1403,5209,4035
1404,5649,4035
1405,5650,4035
1406,5652,4035
1407,7198,4046
1408,915,4048
1409,915,4068
1410,7272,4072
1411,7198,4074
1412,7198,4077
1413,915,4083
1414,4780,4087
1415,2201,4096
1416,2904,4129
1417,819,4139
1418,2068,4139
1419,6754,4162
1420,7061,4167
1421,7061,4173
1422,1616,4175
1423,6918,4176
1424,7061,4179
1425,7061,4180
1426,2080,4209
1427,2175,4215
1428,2175,4216
1429,3289,4224
1430,438,4225
1431,794,4225
1432,7027,4239
1433,7216,4239
1434,696,4241
1435,1698,4241
1436,3357,4248
1437,2159,4254
1438,425,4259
1439,428,4259
1440,431,4259
1441,663,4259
1442,1340,4259
1443,1679,4259
1444,1976,4259
1445,2043,4259
1446,4256,4259
1447,1501,4261
1448,6664,4263
1449,169,4274
1450,668,4275
1451,2295,4297
1452,6665,4299
1453,1708,4306
1454,2313,4320
1455,2374,4320
1456,1995,4342
1457,3349,4349
1458,108,4350
1459,6883,4354
1460,6917,4401
1461,4492,4416
1462,2139,4425
1463,2172,4425
1464,872,4430
1465,2182,4430
1466,2160,4431
1467,7072,4436
1468,3320,4438
1469,3640,4445
1470,2124,4448
1471,732,4453
1472,805,4453
1473,845,4453
1474,1808,4456
1475,5643,4471
1476,5643,4472
1477,3519,4475
1478,3627,4475
1479,2665,4485
1480,2127,4486
1481,1795,4494
1482,6797,4500
1483,711,4501
1484,6779,4510
1485,6814,4513
1486,6733,4526
1487,815,4585
1488,2176,4590
1489,2190,4590
1490,815,4591
1491,2056,4592
1492,815,4598
1493,991,4607
1494,2332,4607
1495,5633,4623
1496,5637,4623
1497,150,4637
1498,6769,4647
1499,863,4649
1500,870,4649
1501,3654,4652
1502,6689,4657
1503,6689,4661
1504,699,4666
1505,7172,4674
1506,435,4679
1507,2141,4702
1508,2237,4702
1509,2317,4702
1510,2331,4702
1511,2339,4702
1512,2391,4705
1513,2107,4708
1514,1884,4713
1515,1758,4714
1516,1885,4714
1517,2129,4714
1518,7019,4726
1519,7062,4727
1520,7168,4727
1521,2166,4728
1522,3628,4731
1523,1719,4737
1524,895,4742
1525,984,4742
1526,3737,4747
1527,3737,4748
1528,904,4760
1529,911,4760
1530,7039,4761
1531,811,4769
1532,830,4770
1533,4269,4779
1534,4272,4779
1535,5645,4779
1536,5653,4779
1537,2188,4781
1538,894,4783
1539,4269,4788
1540,4272,4788
1541,5645,4788
1542,5653,4788
1543,4244,4789
1544,3681,4791
1545,1669,4798
1546,3990,4801
1547,4447,4801
1548,4470,4801
1549,5210,4801
1550,5634,4801
1551,7403,4801
1552,4474,4802
1553,4833,4802
1554,1856,4810
1555,2264,4821
1556,2242,4823
1557,2242,4824
1558,2044,4830
1559,417,4831
1560,6753,4832
1561,6755,4832
1562,7002,4832
1563,747,4833
1564,1689,4834
1565,430,4835
1566,990,4835
1567,6792,4835
1568,430,4836
1569,990,4836
1570,6792,4836
1571,6931,4844
1572,6713,4848
1573,816,4852
1574,2015,4872
1575,1964,4873
1576,692,4893
1577,325,4894
1578,413,4897
1579,418,4897
1580,829,4897
1581,882,4897
1582,6789,4897
1583,6976,4897
1584,7011,4897
1585,7183,4908
1586,7201,4908
1587,5221,4918
1588,532,4928
1589,2344,4928
1590,2051,4929
1591,2051,4930
1592,901,4937
1593,2150,4937
1594,4507,4937
1595,4781,4937
1596,901,4938
1597,2150,4938
1598,4507,4938
1599,4781,4938
1600,4483,4939
1601,901,4943
1602,2150,4943
1603,4507,4943
1604,4781,4943
1605,4483,4946
1606,3760,4952
1607,110,4956
1608,145,4956
1609,221,4956
1610,1034,4956
1611,1449,4956
1612,1466,4956
1613,1475,4956
1614,1476,4956
1615,1527,4956
1616,1528,4956
1617,1537,4956
1618,1606,4956
1619,1607,4956
1620,1610,4956
1621,1645,4956
1622,1676,4956
1623,1721,4956
1624,1898,4956
1625,1996,4956
1626,1998,4956
1627,1999,4956
1628,2018,4956
1629,2416,4956
1630,2441,4956
1631,2442,4956
1632,3641,4962
1633,6744,4968
1634,7001,4969
1635,448,4970
1636,958,4970
1637,1769,4970
1638,2260,4970
1639,7032,4990
1640,2531,4994
1641,2714,4994
1642,2637,4997
1643,7173,5005
1644,2154,5013
1645,154,5018
1646,1322,5018
1647,7091,5018
1648,7123,5018
1649,7140,5018
1650,1524,5022
1651,83,5027
1652,94,5027
1653,103,5027
1654,140,5027
1655,168,5027
1656,212,5027
1657,223,5027
1658,396,5027
1659,505,5027
1660,621,5027
1661,645,5027
1662,726,5027
1663,1311,5027
1664,1535,5027
1665,1894,5027
1666,1905,5027
1667,1916,5027
1668,1957,5027
1669,1962,5027
1670,2095,5027
1671,2216,5027
1672,6646,5027
1673,6662,5027
1674,6734,5027
1675,6740,5027
1676,7081,5027
1677,7085,5027
1678,7138,5027
1679,7222,5027
1680,7392,5027
1681,7495,5027
1682,7497,5027
1683,1011,5038
1684,686,5040
1685,7477,5040
1686,2205,5041
1687,159,5043
1688,864,5043
1689,867,5043
1690,1023,5043
1691,2205,5047
1692,686,5053
1693,7477,5053
1694,2256,5055
1695,7116,5057
1696,7232,5057
1697,666,5058
1698,2077,5058
1699,2122,5058
1700,3686,5058
1701,394,5069
1702,878,5069
1703,968,5069
1704,1694,5069
1705,1696,5069
1706,2273,5069
1707,2307,5069
1708,7110,5069
1709,2061,5071
1710,138,5084
1711,228,5084
1712,646,5084
1713,1249,5084
1714,1241,5085
1715,491,5092
1716,2335,5092
1717,2149,5095
1718,2177,5095
1719,7015,5095
1720,2149,5097
1721,2177,5097
1722,7015,5097
1723,491,5106
1724,2335,5106
