hauptdokument_verkaeufer_name_vkId,id,personenId
485,5144,755
486,5152,755
487,5260,755
488,5280,755
489,5291,755
490,5323,755
491,5377,755
492,5543,755
493,5560,755
494,5576,755
495,5591,755
496,5605,755
497,5893,755
498,5902,755
499,5921,755
500,3535,756
501,3011,761
502,5608,782
503,5678,782
504,5703,782
505,5608,783
506,5678,783
507,5703,783
508,3023,784
509,3023,785
510,3023,786
511,922,788
512,1682,793
513,1706,795
514,171,806
515,1292,807
516,3789,807
517,1217,809
518,45,812
519,3504,813
520,3580,813
521,4533,813
522,4534,813
523,4901,813
524,5415,813
525,5429,813
526,5610,813
527,5667,813
528,5677,813
529,1110,818
530,5614,818
531,5689,818
532,4987,819
533,4582,821
534,5853,821
535,2832,828
536,2572,830
537,2710,831
538,3196,839
539,3252,839
540,3678,846
541,995,847
542,1512,847
543,2856,852
544,1067,854
545,204,861
546,642,861
547,658,861
548,749,861
549,819,861
550,872,861
551,873,861
552,1148,861
553,4258,861
554,4480,861
555,4482,861
556,4255,863
557,1225,866
558,204,869
559,642,869
560,658,869
561,749,869
562,819,869
563,872,869
564,873,869
565,1148,869
566,4258,869
567,4480,869
568,4482,869
569,204,871
570,642,871
571,658,871
572,749,871
573,819,871
574,872,871
575,873,871
576,1148,871
577,4258,871
578,4480,871
579,4482,871
580,2354,875
581,3092,877
582,3134,877
583,3198,877
584,3304,877
585,3934,877
586,4078,877
587,4161,877
588,4364,877
589,4842,877
590,5198,877
591,5319,877
592,3092,878
593,3134,878
594,3198,878
595,3304,878
596,3934,878
597,4078,878
598,4161,878
599,4364,878
600,4842,878
601,5198,878
602,5319,878
603,2882,879
604,2882,880
605,764,884
606,2494,884
607,2741,884
608,246,886
609,758,886
610,1140,886
611,4552,887
612,2263,890
613,2006,895
614,173,919
615,1104,919
616,769,920
617,1268,920
618,1407,920
619,3353,920
620,3585,920
621,986,924
622,1789,924
623,2181,924
624,456,928
625,492,928
626,526,928
627,1584,928
628,2398,928
629,5403,931
630,5427,931
631,5713,936
632,949,937
633,3493,937
634,4892,937
635,4906,937
636,4941,937
637,4956,937
638,5695,937
639,601,938
640,1187,938
641,1189,938
642,4059,938
643,4087,938
644,4093,938
645,4121,938
646,4188,938
647,5115,938
648,5183,938
649,5263,938
650,5285,938
651,5333,938
652,5355,938
653,5397,938
654,5470,938
655,5517,938
656,5588,938
657,5879,938
658,5891,938
659,5938,938
660,1097,940
661,4888,941
662,601,942
663,1187,942
664,1189,942
665,4059,942
666,4087,942
667,4093,942
668,4121,942
669,4188,942
670,5115,942
671,5183,942
672,5263,942
673,5285,942
674,5333,942
675,5355,942
676,5397,942
677,5470,942
678,5517,942
679,5588,942
680,5879,942
681,5891,942
682,5938,942
683,1097,943
684,1097,944
685,1097,945
686,3551,953
687,172,958
688,1075,958
689,1102,958
690,395,967
691,395,968
692,2488,975
693,2771,975
694,4,977
695,5,977
698,796,982
699,893,982
700,900,982
701,1989,982
702,2005,982
703,2014,982
704,4512,989
705,3030,1014
706,4596,1014
707,5024,1014
708,5463,1014
709,5780,1014
710,1934,1017
711,2346,1017
712,3543,1019
713,216,1021
714,279,1021
715,1314,1021
716,1873,1021
717,2812,1024
718,2973,1024
719,2547,1025
720,2547,1026
721,1453,1027
722,1553,1027
723,1602,1027
724,1746,1027
725,2085,1027
726,2802,1027
727,2813,1027
728,2838,1027
729,2858,1027
730,2863,1027
731,2886,1027
732,2920,1027
733,2974,1027
734,3026,1027
735,2547,1028
736,1453,1029
737,1553,1029
738,1602,1029
739,1746,1029
740,2085,1029
741,2802,1029
742,2813,1029
743,2838,1029
744,2858,1029
745,2863,1029
746,2886,1029
747,2920,1029
748,2974,1029
749,3026,1029
750,216,1030
751,279,1030
752,1314,1030
753,1873,1030
754,216,1031
755,279,1031
756,1314,1031
757,1873,1031
758,1453,1035
759,1553,1035
760,1602,1035
761,1746,1035
762,2085,1035
763,2802,1035
764,2813,1035
765,2838,1035
766,2858,1035
767,2863,1035
768,2886,1035
769,2920,1035
770,2974,1035
771,3026,1035
772,1453,1036
773,1553,1036
774,1602,1036
775,1746,1036
776,2085,1036
777,2802,1036
778,2813,1036
779,2838,1036
780,2858,1036
781,2863,1036
782,2886,1036
783,2920,1036
784,2974,1036
785,3026,1036
786,1278,1039
787,2733,1039
788,4682,1039
789,4712,1039
790,4742,1039
791,3788,1040
792,2761,1042
793,5684,1056
794,806,1058
795,808,1058
796,828,1058
797,876,1058
798,911,1058
799,5071,1063
800,2513,1064
801,3716,1079
802,874,1083
803,250,1088
804,784,1088
805,1275,1088
806,1373,1088
807,3042,1088
808,3142,1088
809,3154,1088
810,3158,1088
811,3168,1088
812,3203,1088
813,3305,1088
814,3422,1088
815,3425,1088
816,3485,1088
817,3497,1088
818,3521,1088
819,3526,1088
820,3544,1088
821,3570,1088
822,3590,1088
823,3643,1088
824,3837,1088
825,3879,1088
826,3913,1088
827,3957,1088
828,4067,1088
829,4129,1088
830,4353,1088
831,4592,1088
832,4660,1088
833,4665,1088
834,4673,1088
835,4697,1088
836,4721,1088
837,4743,1088
838,4869,1088
839,5037,1088
840,5184,1088
841,5253,1088
842,5286,1088
843,5289,1088
844,5307,1088
845,5404,1088
846,5434,1088
847,5532,1088
848,5546,1088
849,5615,1088
850,5673,1088
851,5767,1088
852,5845,1088
853,5864,1088
854,5934,1088
855,5960,1088
856,5970,1088
857,5978,1088
858,1084,1090
859,4571,1099
860,5019,1099
861,5483,1099
862,5773,1099
863,4550,1104
864,4913,1104
865,5693,1104
866,978,1105
867,1830,1113
868,1878,1113
869,2286,1113
870,2366,1113
871,2438,1113
872,1811,1114
873,1813,1114
874,4267,1115
875,4278,1115
876,4281,1115
877,4294,1115
878,4296,1115
879,4449,1115
880,4494,1115
881,4800,1115
882,4803,1115
883,5208,1115
884,355,1122
885,1112,1122
886,2506,1122
887,2509,1122
888,2517,1122
889,2540,1122
890,2605,1122
891,2732,1122
892,3328,1122
893,3352,1122
894,3363,1122
895,3586,1122
896,3729,1122
897,4300,1122
898,4375,1122
899,4527,1122
900,4960,1122
901,5145,1122
902,5688,1122
903,5701,1122
904,5722,1122
905,2512,1125
906,2548,1125
907,2558,1125
908,2636,1125
909,2665,1125
910,2745,1125
911,780,1127
912,1031,1127
913,1119,1127
914,2348,1127
915,3507,1127
916,4387,1127
917,4909,1127
918,5666,1127
919,2349,1131
920,2985,1135
921,2985,1137
922,2138,1139
923,2159,1139
924,2172,1139
925,2175,1139
926,2191,1139
927,2222,1139
928,2229,1139
929,2264,1139
930,466,1149
931,1082,1151
932,1000,1152
933,1006,1152
934,1011,1152
935,4047,1154
936,4801,1159
937,5985,1161
938,4285,1168
939,4650,1169
940,3161,1174
941,2854,1183
942,4138,1191
943,5180,1192
944,5240,1192
945,5290,1192
946,5561,1192
947,5920,1192
948,5955,1192
949,3095,1193
950,3861,1193
951,133,1197
952,222,1197
953,223,1197
954,224,1197
955,401,1197
956,405,1197
957,415,1197
958,431,1197
959,790,1197
960,797,1197
961,799,1197
962,826,1197
963,1251,1197
964,1460,1197
965,1461,1197
966,1462,1197
967,1463,1197
968,1464,1197
969,1467,1197
970,1489,1197
971,1490,1197
972,1491,1197
973,1492,1197
974,1493,1197
975,1494,1197
976,1539,1197
977,1540,1197
978,1542,1197
979,1543,1197
980,1589,1197
981,1590,1197
982,1591,1197
983,1592,1197
984,1593,1197
985,1594,1197
986,1595,1197
987,1596,1197
988,1634,1197
989,1635,1197
990,1636,1197
991,1685,1197
992,1696,1197
993,1697,1197
994,1708,1197
995,1709,1197
996,1718,1197
997,1719,1197
998,1720,1197
999,1756,1197
1000,1900,1197
1001,1901,1197
1002,1902,1197
1003,1903,1197
1004,1904,1197
1005,1905,1197
1006,1944,1197
1007,1968,1197
1008,1969,1197
1009,2023,1197
1010,2024,1197
1011,2163,1197
1012,2434,1197
1013,2435,1197
1014,3970,1197
1015,3973,1197
1016,3980,1197
1017,3987,1197
1018,3990,1197
1019,3991,1197
1020,4030,1197
1021,4031,1197
1022,4256,1197
1023,4266,1197
1024,4273,1197
1025,4275,1197
1026,4277,1197
1027,4435,1197
1028,4470,1197
1029,4473,1197
1030,4474,1197
1031,4832,1197
1032,5638,1197
1033,2948,1200
1034,1195,1203
1035,4813,1213
1036,2810,1216
1037,4573,1221
1038,5451,1221
1039,3468,1222
1040,3792,1222
1041,4384,1222
1042,4403,1222
1043,4864,1222
1044,4874,1222
1045,4926,1222
1046,4949,1222
1047,1614,1225
1048,3058,1229
1049,3228,1229
1050,3244,1229
1051,3248,1229
1052,3265,1229
1053,3399,1229
1054,3863,1229
1055,4334,1229
1056,4677,1229
1057,5113,1229
1058,5126,1229
1059,5164,1229
1060,5936,1229
1061,1283,1238
1062,257,1240
1063,681,1242
1064,3530,1243
1065,4251,1246
1066,4252,1246
1067,6024,1247
1068,4251,1252
1069,4252,1252
1070,349,1260
1071,2528,1260
1072,5898,1262
1073,480,1267
1074,4773,1269
1075,191,1270
1076,1473,1272
1077,1510,1272
1078,1576,1272
1079,1722,1272
1080,1893,1272
1081,2088,1272
1082,480,1274
1083,1473,1275
1084,1510,1275
1085,1576,1275
1086,1722,1275
1087,1893,1275
1088,2088,1275
1089,4434,1304
1090,5997,1306
1091,5457,1309
1092,4011,1310
1093,4068,1310
1094,4141,1310
1095,4222,1310
1096,5104,1310
1097,5146,1310
1098,5288,1310
1099,5317,1310
1100,5399,1310
1101,5593,1310
1102,5863,1310
1103,5959,1310
1104,1068,1312
1105,1094,1312
1106,4417,1328
1107,4817,1328
1108,342,1329
1109,513,1329
1110,1204,1329
1111,1824,1329
1112,2382,1329
1113,2388,1329
1114,4027,1333
1115,195,1367
1116,5197,1371
1117,4399,1375
1118,4413,1375
1119,4893,1375
1120,4929,1375
1121,5428,1375
1122,5687,1375
1123,5718,1375
1124,4399,1376
1125,4413,1376
1126,4893,1376
1127,4929,1376
1128,5428,1376
1129,5687,1376
1130,5718,1376
1131,4399,1377
1132,4413,1377
1133,4893,1377
1134,4929,1377
1135,5428,1377
1136,5687,1377
1137,5718,1377
1138,1098,1392
1139,1294,1392
1140,4890,1392
1141,5408,1392
1142,5710,1392
1143,2804,1393
1144,2827,1393
1145,4966,1398
1146,5444,1398
1147,3032,1399
1148,3150,1399
1149,3207,1399
1150,3272,1399
1151,3286,1399
1152,3350,1399
1153,4594,1399
1154,4840,1399
1155,5043,1399
1156,5829,1399
1157,5832,1399
1158,5987,1399
1159,5996,1399
1160,5998,1399
1161,6002,1399
1162,6003,1399
1163,6039,1399
1164,5750,1401
1165,5447,1404
1166,5468,1404
1167,5785,1404
1168,5750,1410
1169,5750,1412
1170,5750,1413
1171,5447,1418
1172,5468,1418
1173,5785,1418
1174,4551,1422
1175,4911,1422
1176,1257,1423
1177,5866,1423
1178,896,1424
1179,1168,1424
1180,1866,1425
1181,4577,1426
1182,1986,1431
1183,2007,1431
1184,2079,1431
1185,2090,1431
1186,1984,1432
1187,123,1434
1188,277,1434
1189,548,1434
1190,1588,1434
1191,2215,1434
1192,2808,1434
1193,2911,1434
1194,4284,1434
1195,1792,1435
1196,1806,1435
1197,162,1436
1198,265,1436
1199,319,1436
1200,388,1436
1201,391,1436
1202,394,1436
1203,552,1436
1204,820,1436
1205,916,1436
1206,1484,1436
1207,1485,1436
1208,1486,1436
1209,1488,1436
1210,1515,1436
1211,1516,1436
1212,1520,1436
1213,1522,1436
1214,1524,1436
1215,1567,1436
1216,1568,1436
1217,1569,1436
1218,1570,1436
1219,1572,1436
1220,1615,1436
1221,1616,1436
1222,1617,1436
1223,1725,1436
1224,1729,1436
1225,1733,1436
1226,1740,1436
1227,1758,1436
1228,1788,1436
1229,1790,1436
1230,1884,1436
1231,1885,1436
1232,1921,1436
1233,1922,1436
1234,1923,1436
1235,2065,1436
1236,2078,1436
1237,2091,1436
1238,2114,1436
1239,2152,1436
1240,2183,1436
1241,2258,1436
1242,2281,1436
1243,2287,1436
1244,2306,1436
1245,2449,1436
1246,2450,1436
1247,2451,1436
1248,2452,1436
1249,2453,1436
1250,2942,1444
1251,4882,1465
1252,4995,1467
1253,5850,1467
1254,1088,1468
1255,3667,1468
1256,3791,1468
1257,4540,1468
1258,4741,1468
1259,4863,1468
1260,4873,1468
1261,4958,1468
1262,5587,1468
1263,5730,1468
1264,1113,1475
1265,2652,1475
1266,4854,1479
1267,2576,1481
1268,768,1482
1269,1079,1483
1270,6017,1484
1271,6035,1498
1272,2,1505
1273,21,1505
1274,27,1505
1275,365,1505
1276,1381,1505
1277,3085,1505
1278,3179,1505
1279,3192,1505
1280,3237,1505
1281,3388,1505
1282,3397,1505
1283,3848,1505
1284,3860,1505
1285,4684,1505
1286,4717,1505
1287,5129,1505
1288,5337,1505
1289,5741,1505
1290,4421,1511
1291,4557,1519
1292,1051,1520
1293,293,1522
1294,327,1522
1295,854,1522
1296,670,1525
1297,752,1525
1298,788,1525
1299,1312,1525
1300,1500,1525
1301,2170,1525
1302,4466,1525
1303,4500,1525
1304,4502,1525
1305,4796,1525
1306,4839,1525
1307,670,1526
1308,752,1526
1309,788,1526
1310,1312,1526
1311,1500,1526
1312,2170,1526
1313,4466,1526
1314,4500,1526
1315,4502,1526
1316,4796,1526
1317,4839,1526
1318,3057,1528
1319,264,1535
1320,281,1535
1321,282,1535
1322,283,1535
1323,1333,1535
1324,2402,1535
1325,4625,1542
1326,5001,1542
1327,5793,1542
1328,3626,1544
1329,5067,1550
1330,4602,1553
1331,5442,1553
1332,5087,1556
1333,2946,1557
1334,4495,1557
1335,5759,1561
1336,1209,1563
1337,877,1565
1338,897,1565
1339,1012,1565
1340,1026,1565
1341,1218,1565
1342,2178,1565
1343,877,1567
1344,897,1567
1345,1012,1567
1346,1026,1567
1347,1218,1567
1348,2178,1567
1349,2206,1569
1350,2116,1570
1351,2151,1570
1352,2160,1570
1353,2235,1570
1354,2248,1570
1355,2253,1570
1356,2255,1570
1357,2256,1570
1358,2149,1571
1359,2177,1571
1360,340,1579
1361,595,1579
1362,1660,1579
1363,1926,1579
1364,2796,1585
1365,2833,1585
1366,2837,1585
1367,2844,1585
1368,2861,1585
1369,2862,1585
1370,5626,1585
1371,6018,1590
1372,3091,1591
1373,3107,1591
1374,3132,1591
1375,3163,1591
1376,3226,1591
1377,3255,1591
1378,3266,1591
1379,3277,1591
1380,3313,1591
1381,3520,1591
1382,3854,1591
1383,3890,1591
1384,3898,1591
1385,3925,1591
1386,4006,1591
1387,4159,1591
1388,4172,1591
1389,4189,1591
1390,4190,1591
1391,4193,1591
1392,4322,1591
1393,4347,1591
1394,4671,1591
1395,4699,1591
1396,4716,1591
1397,4727,1591
1398,4751,1591
1399,4761,1591
1400,4904,1591
1401,5127,1591
1402,5143,1591
1403,5304,1591
1404,5338,1591
1405,5544,1591
1406,5865,1591
1407,5868,1591
1408,5905,1591
1409,5908,1591
1410,5939,1591
1411,2117,1605
1412,2142,1605
1413,2194,1605
1414,2243,1605
1415,2283,1605
1416,2317,1605
1417,2099,1613
1418,650,1614
1419,651,1614
1420,5255,1619
1421,5309,1619
1422,2133,1628
1423,2279,1628
1424,2285,1628
1425,1816,1631
1426,1821,1631
1427,3111,1638
1428,3369,1638
1429,2918,1650
1430,4436,1650
1431,4445,1651
1432,4454,1651
1433,2918,1652
1434,4436,1652
1435,3870,1665
1436,4079,1665
1437,4135,1665
1438,4153,1665
1439,4228,1665
1440,4233,1665
1441,4363,1665
1442,4658,1665
1443,4725,1665
1444,4732,1665
1445,5259,1665
1446,5325,1665
1447,19,1669
1448,1154,1669
1449,1385,1669
1450,4477,1700
1451,2943,1701
1452,4481,1701
1453,4488,1701
1454,4152,1705
1455,30,1707
1456,944,1729
1457,5744,1733
1458,5657,1738
1459,1861,1752
1460,2510,1758
1461,52,1762
1462,1213,1765
1463,2505,1768
1464,940,1771
1465,2468,1771
1466,3051,1771
1467,3335,1771
1468,3376,1771
1469,4736,1771
1470,4762,1771
1471,545,1778
1472,605,1778
1473,5783,1783
1474,5783,1788
1475,198,1791
1476,198,1792
1477,198,1793
1478,189,1799
1479,5983,1811
1480,6,1818
1481,2789,1818
1482,4242,1818
1483,5117,1818
1484,5119,1818
1485,3715,1819
1486,3827,1821
1487,5659,1821
1488,5672,1821
1489,5188,1822
1490,3216,1823
1491,5236,1823
1492,5316,1823
1493,5362,1823
1494,4549,1826
1495,4484,1838
1496,336,1840
1497,522,1840
1498,336,1841
1499,522,1841
1500,3510,1845
1501,6013,1850
1502,2308,1856
1503,2533,1876
1504,3739,1876
1505,5439,1876
1506,5748,1876
1507,5977,1876
1508,2533,1878
1509,3739,1878
1510,5439,1878
1511,5748,1878
1512,5977,1878
1513,2533,1879
1514,3739,1879
1515,5439,1879
1516,5748,1879
1517,5977,1879
1518,857,1881
1519,1804,1882
1520,4104,1891
1521,5050,1894
1522,2259,1906
1523,1973,1909
1524,1985,1909
1525,2001,1909
1526,2028,1909
1527,2038,1909
1528,2073,1909
1529,5282,1910
1530,5284,1910
1531,5313,1910
1532,5365,1910
1533,5431,1910
1534,5528,1910
1535,5529,1910
1536,5847,1910
1537,3155,1911
1538,3166,1911
1539,3424,1911
1540,3491,1911
1541,3648,1911
1542,3742,1911
1543,3830,1911
1544,3836,1911
1545,3876,1911
1546,3955,1911
1547,4131,1911
1548,4355,1911
1549,4672,1911
1550,4686,1911
1551,4895,1911
1552,5038,1911
1553,5103,1911
1554,5186,1911
1555,5306,1911
1556,5314,1911
1557,5381,1911
1558,5545,1911
1559,5565,1911
1560,5616,1911
1561,5679,1911
1562,5874,1911
1563,5917,1911
1564,5968,1911
1565,5973,1911
1566,4508,1921
1567,174,1927
1568,5064,1929
1569,678,1930
1570,731,1930
1571,2119,1930
1572,2953,1930
1573,910,1932
1574,969,1932
1575,984,1932
1576,661,1933
1577,672,1933
1578,690,1933
1579,703,1933
1580,2937,1934
1581,4476,1934
1582,693,1935
1583,697,1935
1584,748,1935
1585,803,1935
1586,843,1935
1587,852,1935
1588,890,1935
1589,891,1935
1590,895,1935
1591,899,1935
1592,920,1935
1593,958,1935
1594,959,1935
1595,960,1935
1596,1949,1935
1597,1960,1935
1598,1993,1935
1599,2034,1935
1600,2066,1935
1601,5754,1937
1602,5753,1938
1603,4313,1939
1604,5749,1940
1605,721,1942
1606,801,1942
1607,815,1942
1608,862,1942
1609,868,1942
1610,889,1942
1611,902,1942
1612,904,1942
1613,913,1942
1614,964,1942
1615,972,1942
1616,1041,1942
1617,1701,1942
1618,1732,1942
1619,721,1944
1620,801,1944
1621,815,1944
1622,862,1944
1623,868,1944
1624,889,1944
1625,902,1944
1626,904,1944
1627,913,1944
1628,964,1944
1629,972,1944
1630,1041,1944
1631,1701,1944
1632,1732,1944
1633,4579,1947
1634,4967,1947
1635,1405,1957
1636,3567,1957
1637,1405,1961
1638,3567,1961
1639,1458,1963
1640,1948,1963
1641,2185,1963
1642,2421,1963
1643,5450,1969
1644,5745,1969
1645,5326,1975
1646,3576,1977
1647,5746,1979
1648,4940,1990
1649,2394,1992
1650,2394,1993
1651,5011,2019
1652,1487,2024
1653,1546,2024
1654,1618,2024
1655,1619,2024
1656,1620,2024
1657,1908,2024
1658,4613,2026
1659,530,2027
1660,1192,2027
1661,1835,2027
1662,2375,2027
1663,445,2028
1664,1860,2032
1665,2003,2032
1666,2050,2032
1667,1805,2033
1668,472,2035
1669,2057,2035
1670,1805,2038
1671,6022,2047
1672,473,2049
1673,817,2049
1674,2083,2054
1675,3541,2055
1676,2261,2056
1677,2139,2057
1678,2188,2057
1679,2240,2057
1680,2251,2057
1681,2252,2057
1682,2266,2057
1683,4467,2057
1684,4489,2057
1685,2100,2062
1686,2157,2062
1687,2166,2062
1688,2169,2062
1689,2211,2062
1690,2672,2068
1691,3611,2068
1692,5065,2068
1693,5101,2068
1694,5818,2068
1695,1136,2071
1696,1356,2071
1697,3687,2071
1698,4993,2071
1699,5779,2071
1700,3093,2072
1701,3156,2072
1702,4368,2072
1703,4843,2072
1704,5195,2072
1705,5526,2072
1706,5570,2072
1707,5594,2072
1708,5705,2072
1709,1136,2073
1710,1356,2073
1711,3687,2073
1712,4993,2073
1713,5779,2073
1714,5569,2077
1715,770,2082
1716,1074,2082
1717,2607,2083
1718,4583,2084
1719,4920,2088
1720,1019,2089
1721,3033,2090
1722,2996,2091
1723,2994,2092
1724,5826,2093
1725,5828,2093
1726,4824,2095
1727,5647,2095
1728,2935,2111
1729,4475,2111
1730,767,2112
1731,2504,2112
1732,3480,2112
1733,4986,2112
1734,39,2118
1735,5877,2121
1736,1766,2122
1737,2155,2122
1738,1766,2123
1739,2155,2123
1740,5488,2124
1741,4610,2131
1742,361,2134
1743,1982,2139
1744,2026,2139
1745,2299,2139
1746,3075,2142
1747,3174,2142
1748,3236,2142
1749,3752,2142
1750,4204,2142
1751,4850,2142
1752,3600,2144
1753,3613,2148
1754,5046,2148
1755,3539,2149
1756,2995,2161
1757,4944,2168
1758,5485,2168
1759,5671,2168
1760,5765,2168
1761,5411,2169
1762,4944,2170
1763,5485,2170
1764,5671,2170
1765,5765,2170
