hauptdokument_verkaeufer_firmaId,id,firmaInstitutionId
1869,17316,426
1870,17719,426
1871,15432,427
1872,16411,427
1873,17078,427
1874,15374,428
1875,15759,428
1876,15918,428
1877,17061,428
1878,15389,429
1879,15515,430
1880,15527,430
1881,16038,430
1882,16356,430
1883,16538,430
1884,16877,430
1885,17175,430
1886,17511,430
1887,17543,430
1888,17593,430
1889,15584,431
1890,15706,432
1891,15814,432
1892,15818,432
1893,16219,432
1894,16258,432
1895,16262,432
1896,16270,432
1897,16333,432
1898,16495,432
1899,16952,432
1900,16965,432
1901,17444,432
1902,17521,432
1903,17616,432
1904,17714,432
1905,16224,433
1906,16545,433
1907,16784,433
1908,15711,434
1909,15719,435
1910,15816,436
1911,16308,436
1912,16524,436
1913,16541,436
1914,16956,436
1915,17252,436
1916,17542,436
1917,17597,436
1918,15784,438
1919,15791,439
1920,16088,439
1921,17100,439
1922,15805,440
1923,15997,441
1924,16227,446
1925,16319,447
1926,16338,447
1927,16600,447
1928,17466,447
1929,16341,448
1930,17467,448
1931,16573,451
1932,16630,452
1933,16720,453
1934,15555,454
1935,15618,454
1936,15748,454
1937,16821,454
1938,17273,454
1939,16923,455
1940,16979,457
1941,17041,458
1942,17060,459
1943,17203,462
1944,17243,463
1945,17439,464
1946,17607,466
1947,17608,467
1948,17625,468
1949,17692,469
1950,17742,473
1951,12789,482
1952,13685,489
1953,11635,513
1954,15574,515
1955,10996,532
1956,11125,532
1957,11270,532
1958,11277,532
1959,13939,532
1960,14511,532
1961,14944,532
1962,14676,533
1963,11352,536
1964,10186,538
1965,10674,538
1966,10863,538
1967,10868,538
1968,12048,538
1969,12170,538
1970,10030,541
1971,10041,541
1972,10059,541
1973,15326,541
1974,12442,547
1975,13025,548
1976,13848,550
1977,14266,551
1978,10182,552
1979,10690,553
1980,10904,554
1981,15310,556
1982,15319,556
1983,20155,10
1984,18493,14
1985,18607,14
1986,18626,14
1987,18672,14
1988,18738,14
1989,19144,14
1990,20655,14
1991,21449,14
1992,21464,14
1993,21495,14
1994,21541,14
1995,20646,21
1996,18414,23
1997,18187,25
1998,18333,25
1999,18485,25
2000,18671,25
2001,18715,25
2002,18766,25
2003,18773,25
2004,18988,25
2005,19081,25
2006,19097,25
2007,19106,25
2008,19160,25
2009,19812,25
2010,19814,25
2011,19903,25
2012,20757,25
2013,20952,25
2014,20979,25
2015,21120,25
2016,21420,25
2017,21484,25
2018,21534,25
2019,21550,25
2020,18227,27
2021,18491,27
2022,19379,27
2023,19556,27
2024,19722,27
2025,20313,27
2026,20322,27
2027,20771,27
2028,18068,31
2029,18228,31
2030,18494,31
2031,18758,31
2032,18558,67
2033,19197,67
2034,19207,67
2035,19239,67
2036,19270,67
2037,19276,67
2038,19314,67
2039,19717,67
2040,20258,67
2041,20267,67
2042,20514,67
2043,20717,67
2044,20828,67
2045,21316,67
2046,17898,68
2047,18105,68
2048,18465,68
2049,19174,68
2050,19187,68
2051,19262,68
2052,19290,68
2053,19326,68
2054,19432,68
2055,19443,68
2056,19692,68
2057,19988,68
2058,20178,68
2059,20292,68
2060,20509,68
2061,20530,68
2062,20544,68
2063,20861,68
2064,21313,68
2065,18370,72
2066,18677,72
2067,19868,72
2068,19873,72
2069,21136,72
2070,21160,72
2071,18949,111
2072,20158,111
2073,20230,111
2074,20385,123
2075,19052,158
2076,19349,158
2077,19538,158
2078,20117,158
2079,20211,158
2080,20248,158
2081,20279,158
2082,20359,158
2083,18734,239
2084,19044,239
2085,19047,239
2086,18648,276
2087,21652,293
2088,21632,311
2089,21649,317
2090,21118,363
2091,18128,427
2092,18433,428
2093,18646,428
2094,18701,428
2095,17925,430
2096,18194,430
2097,18488,430
2098,21619,430
2099,18067,432
2100,18483,433
2101,21219,435
2102,21400,435
2103,17853,436
2104,18373,446
2105,18604,447
2106,17866,451
2107,18377,451
2108,18400,454
2109,18728,454
2110,17960,458
2111,18693,458
2112,17914,467
2113,18788,471
2114,18897,471
2115,19070,471
2116,18805,472
2117,18043,474
2118,18045,475
2119,18183,476
2120,18580,477
2121,18609,478
2122,18625,479
2123,18934,482
2124,19017,482
2125,19166,482
2126,19878,482
2127,19941,482
2128,20162,482
2129,20625,482
2130,20963,482
2131,21200,482
2132,21377,482
2133,18951,483
2134,18983,484
2135,19065,484
2136,19148,484
2137,19220,484
2138,20289,484
2139,21447,484
2140,21497,484
2141,19002,485
2142,18821,486
2143,19007,486
2144,19105,486
2145,21402,486
2146,19125,487
2147,19292,487
2148,19437,487
2149,20249,487
2150,20259,487
2151,20421,487
2152,20504,487
2153,20517,487
2154,20826,487
2155,20859,487
2156,20893,487
2157,21065,487
2158,19130,488
2159,21414,488
2160,19366,489
2161,19372,489
2162,19462,489
2163,19792,489
2164,20573,489
2165,20704,489
2166,19367,490
2167,19446,491
2168,19642,491
2169,19708,492
2170,19986,494
2171,19886,495
2172,19947,495
2173,21138,495
2174,21533,495
2175,20097,496
2176,20229,497
2177,21561,497
2178,20300,498
2179,20404,499
2180,21267,499
2181,20553,501
2182,20597,502
2183,19428,503
2184,20467,503
2185,20591,503
2186,21215,503
2187,20668,504
2188,21034,505
2189,21068,506
2190,21235,507
2191,21314,508
2192,21380,509
2193,21385,510
2194,21433,511
2195,19747,518
2196,19751,519
2197,19757,520
2198,19760,521
2199,20040,522
2200,20583,523
2201,20868,524
2202,20876,525
2203,21429,526
2204,21614,532
2205,21615,532
